Data Set Name,Site Name,Country Ocean,Latitude (°),Longitude (°),Elevation (m),Publication 1,Publication 2,Original Data Citation,Neotoma ID,Archive Type,Proxy General,Proxy Type,Proxy Detial,Calibration Method,Calibration Seasonality,Paleo Data Notes,Variable Name,Units,Datum,Climate Variable,Climate Variable Detail,Seasonality,Season General,Direction,Min Year,Max Year,Resolution,Ages Per kyr,In Compilation,QC Certification,QC Comments,Link to LiPDverse,,,
MiddenCluster1.Harbert.2018,Midden Cluster 1,North America>United States Of America>Utah,37.9049,-110.1304,1835,10.5334/oq.46,this compilation,geochange.er.usgs.gov/midden/,,Midden,biophysical,macrofossils,assemblage,Climate Reconstruction Analysis using Coexistence Likelihood Estimation,,,temperature,degC,abs,T,air@surface,annual,annual,positive,0,15211,27,,Temp12k,AD,"this time series was generated for the Temp12k database; multiple sites were aggregated into clusters based on spatial proximity using a hierarchical clustering approach (hclust, base R), with an upper limit of 200 km",http://lipdverse.org/globalHolocene/0_54_0/MiddenCluster1.Harbert.2018.html,,,
MiddenCluster2.Harbert.2018,Midden Cluster 2,North America>United States Of America>Nevada,36.3806,-115.1879,1297,10.5334/oq.46,this compilation,geochange.er.usgs.gov/midden/,,Midden,biophysical,macrofossils,assemblage,Climate Reconstruction Analysis using Coexistence Likelihood Estimation,,,temperature,degC,abs,T,air@surface,annual,annual,positive,0,47262,95,,Temp12k,AD,"this time series was generated for the Temp12k database; multiple sites were aggregated into clusters based on spatial proximity using a hierarchical clustering approach (hclust, base R), with an upper limit of 200 km",http://lipdverse.org/globalHolocene/0_54_0/MiddenCluster2.Harbert.2018.html,,,
MiddenCluster3.Harbert.2018,Midden Cluster 3,North America>United States Of America>New Mexico,36.0589,-108.0819,1848,10.5334/oq.46,this compilation,geochange.er.usgs.gov/midden/,,Midden,biophysical,macrofossils,assemblage,Climate Reconstruction Analysis using Coexistence Likelihood Estimation,,,temperature,degC,abs,T,air@surface,annual,annual,positive,0,13745,325,,Temp12k,AD,"this time series was generated for the Temp12k database; multiple sites were aggregated into clusters based on spatial proximity using a hierarchical clustering approach (hclust, base R), with an upper limit of 200 km",http://lipdverse.org/globalHolocene/0_54_0/MiddenCluster3.Harbert.2018.html,,,
MiddenCluster4.Harbert.2018,Midden Cluster 4,North America>United States Of America>Idaho,43.6488,-112.7451,1517,10.5334/oq.46,this compilation,geochange.er.usgs.gov/midden/,,Midden,biophysical,macrofossils,assemblage,Climate Reconstruction Analysis using Coexistence Likelihood Estimation,,,temperature,degC,abs,T,air@surface,annual,annual,positive,0,6645,318,,Temp12k,AD,"this time series was generated for the Temp12k database; multiple sites were aggregated into clusters based on spatial proximity using a hierarchical clustering approach (hclust, base R), with an upper limit of 200 km",http://lipdverse.org/globalHolocene/0_54_0/MiddenCluster4.Harbert.2018.html,,,
MiddenCluster5.Harbert.2018,Midden Cluster 5,North America>United States Of America>New Mexico,32.4659,-106.0203,1760,10.5334/oq.46,this compilation,geochange.er.usgs.gov/midden/,,Midden,biophysical,macrofossils,assemblage,Climate Reconstruction Analysis using Coexistence Likelihood Estimation,,,temperature,degC,abs,T,air@surface,annual,annual,positive,0,49968,106,,Temp12k,AD,"this time series was generated for the Temp12k database; multiple sites were aggregated into clusters based on spatial proximity using a hierarchical clustering approach (hclust, base R), with an upper limit of 200 km",http://lipdverse.org/globalHolocene/0_54_0/MiddenCluster5.Harbert.2018.html,,,
MiddenCluster6.Harbert.2018,Midden Cluster 6,North America>United States Of America>New Mexico,32.4659,-106.0203,1237,10.5334/oq.46,this compilation,geochange.er.usgs.gov/midden/,,Midden,biophysical,macrofossils,assemblage,Climate Reconstruction Analysis using Coexistence Likelihood Estimation,,,temperature,degC,abs,T,air@surface,annual,annual,positive,0,35082,172,,Temp12k,AD,"this time series was generated for the Temp12k database; multiple sites were aggregated into clusters based on spatial proximity using a hierarchical clustering approach (hclust, base R), with an upper limit of 200 km",http://lipdverse.org/globalHolocene/0_54_0/MiddenCluster6.Harbert.2018.html,,,
MSM05_5_712_2.Werner.2013,MSM05_5_712_2,Arctic Ocean,78.9157,6.7672,-1389,10.1002/palo.20028,10.1016/j.margeo.2014.05.009,10.1594/PANGAEA.810415,,MarineSediment,isotope,d18O,pachyderma,"Bayfoxm (byfox_predict.m) 10.1029/2019PA003576 Parameters: prior_mean=2.0864, prior_std=10, species=pachy, bayes=unspecified; For d18osw, values are specified to change through time, and are calculated using the getvardelo.m program from Jess Tierney, based on the modern value of d18osw (-0.089141) for the archive location",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,0,8680,49,1.00,Temp12k,"JET, DSK",,http://lipdverse.org/globalHolocene/0_54_0/MSM05_5_712_2.Werner.2013.html,,,
NevadoHuascaran.Thompson.1995,Nevado Huascaran Core 2,South America>Peru,-9,-77.5,6048,10.1126/science.269.5220.46,,www.ncdc.noaa.gov/paleo/study/2447,,GlacierIce,isotope,d18O,glacier ice,,,,d18O,permil,SMOW,T,air@surface,annual,annual,positive,0,19100,100,,Temp12k,"TO, AJO",100 year mean values,http://lipdverse.org/globalHolocene/0_54_0/NevadoHuascaran.Thompson.1995.html,,,
OCE326_GGC30.Sachs.2007,OCE326_GGC30,Atlantic Ocean>North Atlantic Ocean,43.8853,-62.7953,-240,10.1029/2006GL028495,,www.ncdc.noaa.gov/paleo/study/6409,,MarineSediment,alkenone,alkenone,UK'37,"Bayspline (UK_predict.m) 10.1002/2017PA003201 Parameters: pstd=10, bayes=unspecified",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,0,12920,70,0.58,Temp12k,"JET, DSK",,http://lipdverse.org/globalHolocene/0_54_0/OCE326_GGC30.Sachs.2007.html,,,
ODP_175_1084B.Farmer.2005,ODP_175_1084B,Atlantic Ocean>South Atlantic Ocean,-25.5139,13.0278,-1992,10.1029/2004PA001049,,www.ncdc.noaa.gov/paleo/study/2632,,MarineSediment,Mg/Ca,Mg/Ca,bulloides,"Baymag (baymag_predict.m) github.com/jesstierney/BAYMAG Parameters: omega=1.568, salinity=35.1175, pH=8.0849, clean=0, species=bulloides, pstd=10, varargin=0",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,0,21262,66,0.83,Temp12k,"LJ, JET",,http://lipdverse.org/globalHolocene/0_54_0/ODP_175_1084B.Farmer.2005.html,,,
Queens.Moser.1990,Queens,North America>Canada>Northwest Territories,64.12,-110.57,480,10.1016/0033-5894(90)90033-H,10.1038/nature25464,this compilation,10.21233/N3BQ0C,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,0,8840,182,0.57,Temp12k,"TB, DSK",youngest age = 3.8; otherwise 5 ages evenlly spaced with one macrofossil,http://lipdverse.org/globalHolocene/0_54_0/Queens.Moser.1990.html,,,
Queens.Moser.1990,Queens,North America>Canada>Northwest Territories,64.12,-110.57,480,10.1016/0033-5894(90)90033-H,10.1038/nature25464,this compilation,10.21233/N3BQ0C,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,0,8840,182,0.57,Temp12k,"TB, DSK",youngest age = 3.8; otherwise 5 ages evenlly spaced with one macrofossil,http://lipdverse.org/globalHolocene/0_54_0/Queens.Moser.1990.html,,,
Queens.Moser.1990,Queens,North America>Canada>Northwest Territories,64.12,-110.57,480,10.1016/0033-5894(90)90033-H,10.1038/nature25464,this compilation,10.21233/N3BQ0C,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,0,8840,182,0.57,Temp12k,"TB, DSK",youngest age = 3.8; otherwise 5 ages evenlly spaced with one macrofossil,http://lipdverse.org/globalHolocene/0_54_0/Queens.Moser.1990.html,,,
Raigastvere.Seppa.2004,Raigastvere,Europe>Northern Europe>Estonia,58.58,26.65,53,10.1016/j.yqres.2003.08.005,10.5194/cp-10-1605-2014,www.ncdc.noaa.gov/paleo/study/15444,10.21233/20xs-m168,LakeSediment,pollen,pollen,assemblage,WAPLS,,,temperature,degC,abs,T,air@surface,annual,annual,positive,0,8923,100,1.12,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/Raigastvere.Seppa.2004.html,,,
Ranger.Brubaker.1983,Ranger,North America>United States Of America>Alaska,67.15,-153.65,820,10.1016/0033-5894(83)90077-7,10.5194/cp-10-1605-2014,www.ncdc.noaa.gov/paleo/study/15444,10.21233/N31659,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,anom,T,air@surface,warmest month,summerOnly,positive,0,35525,319,0.52,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/Ranger.Brubaker.1983.html,,,
Ranger.Brubaker.1983,Ranger,North America>United States Of America>Alaska,67.15,-153.65,820,10.1016/0033-5894(83)90077-7,10.5194/cp-10-1605-2014,www.ncdc.noaa.gov/paleo/study/15444,10.21233/N31659,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,anom,T,air@surface,coldest,winterOnly,positive,0,9562,323,0.42,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/Ranger.Brubaker.1983.html,,,
Rapid.Fall.1994,Rapid,North America>United States Of America>Wyoming,42.73,-109.19,3134,"Fall, P.L. 1988. Vegetation dynamics in the southern Rocky Mountains: late Pleistocene and Holocene timberline fluctuations. Doctoral dissertation. University of Arizona, Tucson, Arizona, USA.",10.1038/nature25464,this compilation,10.21233/N3GJ0W,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,0,10599,342,0.42,Temp12k,"TB, DSK","fails age control, gap >3000 years (largest gap is 3700 yrs); five well-spaced ages in the Holocene",http://lipdverse.org/globalHolocene/0_54_0/Rapid.Fall.1994.html,,,
Rapid.Fall.1994,Rapid,North America>United States Of America>Wyoming,42.73,-109.19,3134,"Fall, P.L. 1988. Vegetation dynamics in the southern Rocky Mountains: late Pleistocene and Holocene timberline fluctuations. Doctoral dissertation. University of Arizona, Tucson, Arizona, USA.",10.1038/nature25464,this compilation,10.21233/N3GJ0W,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,0,10599,342,0.42,Temp12k,"TB, DSK","fails age control, gap >3000 years (largest gap is 3700 yrs); five well-spaced ages in the Holocene",http://lipdverse.org/globalHolocene/0_54_0/Rapid.Fall.1994.html,,,
Rapid.Fall.1994,Rapid,North America>United States Of America>Wyoming,42.73,-109.19,3134,"Fall, P.L. 1988. Vegetation dynamics in the southern Rocky Mountains: late Pleistocene and Holocene timberline fluctuations. Doctoral dissertation. University of Arizona, Tucson, Arizona, USA.",10.1038/nature25464,this compilation,10.21233/N3GJ0W,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,0,10599,342,0.42,Temp12k,"TB, DSK","fails age control, gap >3000 years (largest gap is 3700 yrs); five well-spaced ages in the Holocene",http://lipdverse.org/globalHolocene/0_54_0/Rapid.Fall.1994.html,,,
RC27_23.Overpeck.1996,RC27_23,Indian Ocean>Arabian Sea,17.993,57.59,-1078,10.1007/BF00211619,,www.ncdc.noaa.gov/paleo/study/10495,,MarineSediment,isotope,d18O,bulloides,"Bayfoxm (byfox_predict.m) 10.1029/2019PA003576 Parameters: prior_mean=26.0605, prior_std=10, species=bulloides, bayes=unspecified; For d18osw, values are specified to change through time, and are calculated using the getvardelo.m program from Jess Tierney, based on the modern value of d18osw (0.59962) for the archive location",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,0,19855,333,1.00,Temp12k,"JET, DSK",,http://lipdverse.org/globalHolocene/0_54_0/RC27_23.Overpeck.1996.html,,,
Ruila.Seppa.2004,Ruila,Europe>Northern Europe>Estonia,59.17,24.43,43,10.1016/j.yqres.2003.08.005,10.5194/cp-10-1605-2014,www.ncdc.noaa.gov/paleo/study/15444,10.21233/VJDB-EC95,LakeSediment,pollen,pollen,assemblage,WAPLS,,,temperature,degC,abs,T,air@surface,annual,annual,positive,0,10013,305,1.10,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/Ruila.Seppa.2004.html,,,
sjuuodjijaure.Rosen.2001,Sjuuodjijaure,Europe>Northern Europe>Scandinavia>Sweden,67.37,18.07,826,http://www.jstor.org/stable/1552563,10.5194/cp-10-1605-2014,www.ncdc.noaa.gov/paleo/study/15444,,LakeSediment,chironomid,chironomid,assemblage,WA-inv,7,40-lake Swedish training set,temperature,degC,abs,T,air@surface,Summer,summerOnly,positive,0,9317,194,1.19,Temp12k,"MTO, SEN","In the LiPD file the 2nd record based on chironomids, the others are unknown.",http://lipdverse.org/globalHolocene/0_54_0/sjuuodjijaure.Rosen.2001.html,,,
sjuuodjijaure.Rosen.2001,Sjuuodjijaure,Europe>Northern Europe>Scandinavia>Sweden,67.37,18.07,826,http://www.jstor.org/stable/1552563,10.5194/cp-10-1605-2014,www.ncdc.noaa.gov/paleo/study/15444,,LakeSediment,other microfossil,diatom,assemblage,,,,temperature,degC,abs,T,air@surface,7,summerOnly,positive,0,9360,186,1.18,Temp12k,DSK,,http://lipdverse.org/globalHolocene/0_54_0/sjuuodjijaure.Rosen.2001.html,,,
Sokli.Shala.2017,Sokli,Europe>Northern Europe>Scandinavia>Finland,67.81,29.28,220,10.1177/0959683617708442,,this compilation,,LakeSediment,chironomid,chironomid,assemblage,WAPLS,7,"139-lake Finnish calibration dataset (Luoto et al. 2014a, 2014b)",temperature,degC,abs,T,air@surface,Summer,summerOnly,positive,0,10772,103,0.92,Temp12k,"SE, MT",,http://lipdverse.org/globalHolocene/0_54_0/Sokli.Shala.2017.html,,,
SouthAfricanRainfallZone.Chevalier.2015,South African Summer Rainfall Zone,Africa>Southern Africa>South Africa,-27.2415,28.5447,1500,10.1016/j.quascirev.2015.07.009,,this compilation,not in Neotoma,Peat,pollen,pollen,assemblage,PDF,,Uncertainties should not be considered as standard deviations. Posterior distribution of temperature probabilities are highly irregular and skewed.,temperature,degC,,T,air@surface,annual,annual,positive,0,12000,100,,Temp12k,"BMC, MCH","composite of several sites, mainly wetlands rather than lakes; age control difficult to tabulate",http://lipdverse.org/globalHolocene/0_54_0/SouthAfricanRainfallZone.Chevalier.2015.html,,,
StellaLake.Reinemann.2009,Stella Lake,North America>United States Of America>Nevada,39.005,-114.32,3170,10.1016/j.yqres.2009.06.003,,this compilation,,LakeSediment,chironomid,chironomid,assemblage,WAPLS,7,"Porinchu et al (2007, 2010) training set",temperature,degC,abs,T,air@surface,Summer,summerOnly,positive,0,6678,74,0.60,Temp12k,"MTO, YLA, SAR, DFP, BGM",,http://lipdverse.org/globalHolocene/0_54_0/StellaLake.Reinemann.2009.html,,,
Svartvatnet-Svalbard.Luoto.2018,Svartvatnet-Svalbard,Atlantic Ocean>North Atlantic Ocean>Svalbard And Jan Mayen,76.895,15.676,63,10.1002/jqs.3001,10.1177/0959683617715698,this compilation,,LakeSediment,chironomid,chironomid,assemblage,WAPLS,7,Trimmed Norwegian training set,temperature,degC,abs,T,air@surface,Summer,summerOnly,positive,0,5555,131,0.90,Temp12k,"SEN, MTO, TPL",,http://lipdverse.org/globalHolocene/0_54_0/Svartvatnet-Svalbard.Luoto.2018.html,,,
TangledUpLake.Anderson.2001,Tangled Up Lake,North America>United States Of America>Alaska,67.6667,-149.075,440,10.1006/qres.2001.2219,,www.ncdc.noaa.gov/paleo/study/5469,,LakeSediment,isotope,d18O,charophyte calcite,,,"""Summer temperature shifts are based on oxygen isotope analyses of endogenic calcite from Tangled Up Lake""",d18O,permil,VPD,T,air@surface,"6,7,8",summerOnly,positive,0,6757,72,2.07,Temp12k,EKT,isotopes at this lake are also affected by evaporation,http://lipdverse.org/globalHolocene/0_54_0/TangledUpLake.Anderson.2001.html,,,
Temje.Nazarova.2013,Temje,Europe>Eastern Europe>Russian Federation,62.05,129.48,217,10.1016/j.quaint.2012.11.006,,this compilation,,LakeSediment,chironomid,chironomid,assemblage,WAPLS,7,chironomid-based temperature and water depth calibration data sets from Yakutia (Nazarova et al. 2011),temperature,degC,abs,T,air@surface,Summer,summerOnly,positive,0,10035,189,0.50,Temp12k,MT,,http://lipdverse.org/globalHolocene/0_54_0/Temje.Nazarova.2013.html,,,
TN057-17.Nielsen.2004,TN057-17,Atlantic Ocean>South Atlantic Ocean,-50,6,-3700,10.1130/G20334.1,,www.ncdc.noaa.gov/paleo/study/8456,,MarineSediment,other microfossil,diatom,assemblage,,,,temperature,degC,,T,sea@surface,8,summer+,positive,0,12563,45,0.83,Temp12k,DSK,youngest age 3.1 ka; 12 ages; Southern Hemisphere,http://lipdverse.org/globalHolocene/0_54_0/TN057-17.Nielsen.2004.html,,,
TN057-17.Nielsen.2004,TN057-17,Atlantic Ocean>South Atlantic Ocean,-50,6,-3700,10.1130/G20334.1,,www.ncdc.noaa.gov/paleo/study/8456,,MarineSediment,other microfossil,diatom,assemblage,,,,temperature,degC,,T,sea@surface,2,winter+,positive,0,12563,45,0.83,Temp12k,DSK,youngest age 3.1 ka; 12 ages; Southern Hemisphere,http://lipdverse.org/globalHolocene/0_54_0/TN057-17.Nielsen.2004.html,,,
TN057-17.Nielsen.2004,TN057-17,Atlantic Ocean>South Atlantic Ocean,-50,6,-3700,10.1130/G20334.1,,www.ncdc.noaa.gov/paleo/study/8456,,MarineSediment,other microfossil,diatom,assemblage,,,,temperature,degC,,T,sea@surface,annual,annual,positive,0,12563,45,0.83,Temp12k,DSK,youngest age 3.1 ka; 12 ages; Southern Hemisphere,http://lipdverse.org/globalHolocene/0_54_0/TN057-17.Nielsen.2004.html,,,
Toskaljavri.Seppa.2002,Toskaljavri,Europe>Northern Europe>Scandinavia>Finland,69.2,21.47,704,10.1002/jqs.678,,this compilation,,LakeSediment,chironomid,chironomid,assemblage,WAPLS,7,63 lakes training set of Olander et al. (1999) and Vasko et al. (2002),temperature,degC,abs,T,air@surface,Summer,summerOnly,positive,0,9500,86,0.84,Temp12k,"SEN, MTO, HSE",,http://lipdverse.org/globalHolocene/0_54_0/Toskaljavri.Seppa.2002.html,,,
TourbieredeLanorieStJean.Comtois.1982,Tourbiere de Lanorie St Jean,North America>Canada>Quebec,46,-73.22,20,10.1139/e82-172,10.1038/nature25464,this compilation,10.21233/N33067,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,0,5468,91,0.73,Temp12k,"DSK, TB",,http://lipdverse.org/globalHolocene/0_54_0/TourbieredeLanorieStJean.Comtois.1982.html,,,
TourbieredeLanorieStJean.Comtois.1982,Tourbiere de Lanorie St Jean,North America>Canada>Quebec,46,-73.22,20,10.1139/e82-172,10.1038/nature25464,this compilation,10.21233/N33067,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,0,5468,91,0.73,Temp12k,"DSK, TB",,http://lipdverse.org/globalHolocene/0_54_0/TourbieredeLanorieStJean.Comtois.1982.html,,,
TourbieredeLanorieStJean.Comtois.1982,Tourbiere de Lanorie St Jean,North America>Canada>Quebec,46,-73.22,20,10.1139/e82-172,10.1038/nature25464,this compilation,10.21233/N33067,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,0,5468,91,0.73,Temp12k,"DSK, TB",,http://lipdverse.org/globalHolocene/0_54_0/TourbieredeLanorieStJean.Comtois.1982.html,,,
Trehorningen.Antonsson.2007,Trehorningen,Europe>Northern Europe>Scandinavia>Sweden,58.55,11.6,112,10.1080/03009480701317421,10.5194/cp-10-1605-2014,www.ncdc.noaa.gov/paleo/study/15444,not in Neotoma,LakeSediment,pollen,pollen,assemblage,WAPLS,,,temperature,degC,abs,T,air@surface,annual,annual,positive,0,8894,164,1.24,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/Trehorningen.Antonsson.2007.html,,,
Tsuolbmajavri.Korhola.2002,Tsuolbmajavri,Europe>Northern Europe>Scandinavia>Sweden,68.41,22.05,526,10.1016/S0277-3791(02)00003-3,10.5194/cp-10-1605-2014,www.ncdc.noaa.gov/paleo/study/15444,10.21233/3hey-1169,LakeSediment,chironomid,chironomid,assemblage,WAPLS,7,63 lakes training set of Olander et al. (1999) and Vasko et al. (2002),temperature,degC,abs,T,air@surface,Summer,summerOnly,positive,0,10719,72,0.75,Temp12k,"MTO, SEN",,http://lipdverse.org/globalHolocene/0_54_0/Tsuolbmajavri.Korhola.2002.html,,,
Tsuolbmajavri.Korhola.2002,Tsuolbmajavri,Europe>Northern Europe>Scandinavia>Sweden,68.41,22.05,526,10.1016/S0277-3791(02)00003-3,10.5194/cp-10-1605-2014,www.ncdc.noaa.gov/paleo/study/15444,10.21233/3hey-1169,LakeSediment,other microfossil,diatom,assemblage,,,,temperature,degC,abs,T,air@surface,7,summerOnly,positive,0,10719,72,0.75,Temp12k,DSK,,http://lipdverse.org/globalHolocene/0_54_0/Tsuolbmajavri.Korhola.2002.html,,,
Tumbulovaty.Kultti.2004,Tumbulovaty,Europe>Eastern Europe>Russian Federation,67.12,59.57,115,10.1038/ncomms7809,10.1139/e04-058,this compilation,4398,LakeSediment,pollen,pollen,assemblage,WAPLS,7,58-lake training set from European Russia,temperature,degC,abs,T,air@surface,7,summerOnly,positive,0,11165,264,0.45,Temp12k,"BASD, RSV, TB, SS","fails age control, gap >3000 years; this is one of the few sites available for Russia, so retain",http://lipdverse.org/globalHolocene/0_54_0/Tumbulovaty.Kultti.2004.html,,,
UpperFly.Bunbury.2009,Upper Fly,North America>Canada>Yukon Territory,61.07,-138.09,1326,10.1016/j.quascirev.2008.10.007,10.5194/cp-10-1605-2014,www.ncdc.noaa.gov/paleo/study/15444,10.21233/1AGN-VG81,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,7,summerOnly,positive,0,13417,245,0.58,Temp12k,"TB, DSK",age gap of 4.2 ka. Retain this high resolution site with 7 radiocarbon ages in the Holocene,http://lipdverse.org/globalHolocene/0_54_0/UpperFly.Bunbury.2009.html,,,
Vostok.Vimeux.2002,Vostok,Antarctica,-78.5,108,3488,10.1016/S0012-821X(02)00950-0,,www.ncdc.noaa.gov/paleo/study/2453,,GlacierIce,isotope,dD,glacier ice,linear correlation,,,temperature,degC,anom,T,air@surface,annual,annual,positive,0,9840,20,,Temp12k,AJO,timescale may need to be updated to AICC2012,http://lipdverse.org/globalHolocene/0_54_0/Vostok.Vimeux.2002.html,,,
vuoskkujavri.Bigler.2002,Vuoskkujavri,Europe>Northern Europe>Scandinavia>Sweden,68.33,19.1,348,10.1016/j.quascirev.2004.04.006,,www.ncdc.noaa.gov/paleo-search/study/15444,not in Neotoma,LakeSediment,pollen,pollen,assemblage,WAPLS,,,temperature,degC,abs,T,air@surface,1,winter+,positive,0,10200,172,0.00,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/vuoskkujavri.Bigler.2002.html,,,
WhitePond.Krause.2019,White Pond,North America>United States Of America>South Carolina,34.168,-80.7767,1.5,10.1017/qua.2018.95,,www.ncdc.noaa.gov/paleo/study/25170,,LakeSediment,other biomarker,GDGT,MBT'-CBT,"MBT'-CBT, Peterse et al., 2012 10.1016/j.gca.2012.08.011",annual,"analyzed using ""old"" method (Schouten et al., 2013; 10.1002/2013GC004904) that does not distinguish 5- and 6-methyl isomers",temperature,degC,abs,T,air@surface,annual,annual,positive,0,20985,212,0.58,Temp12k,EKT,,http://lipdverse.org/globalHolocene/0_54_0/WhitePond.Krause.2019.html,,,
LacFaribault.Larouche.1981,Lac Faribault,North America>Canada>Quebec,58.87,-71.72,250,"Richard, P.J.H. 1981. Paleophytogeographie postglaciaire en Ungava par l'analyse pollinique. Collection Paleo-Quebec, no. 13, 154 pages.",10.1038/nature25464,this compilation,10.21233/N3CM5J,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,-1,4361,164,0.69,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/LacFaribault.Larouche.1981.html,,,
LacFaribault.Larouche.1981,Lac Faribault,North America>Canada>Quebec,58.87,-71.72,250,"Richard, P.J.H. 1981. Paleophytogeographie postglaciaire en Ungava par l'analyse pollinique. Collection Paleo-Quebec, no. 13, 154 pages.",10.1038/nature25464,this compilation,10.21233/N3CM5J,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,-1,4361,164,0.69,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/LacFaribault.Larouche.1981.html,,,
LacFaribault.Larouche.1981,Lac Faribault,North America>Canada>Quebec,58.87,-71.72,250,"Richard, P.J.H. 1981. Paleophytogeographie postglaciaire en Ungava par l'analyse pollinique. Collection Paleo-Quebec, no. 13, 154 pages.",10.1038/nature25464,this compilation,10.21233/N3CM5J,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,-1,4361,164,0.69,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/LacFaribault.Larouche.1981.html,,,
SwietokrzyskieLake.Makohonienko.1991,Swietokrzyskie Lake,Europe>Eastern Europe>Poland,52.54,17.6,103,"Makohonienko, M. 2000. Przyrodnicza historia Gniezna. Prace Zakladu Biogeografii i paleoekologii. UAM. Homini. Poznan-Gniezno: 1-121.",10.1038/nature25464,this compilation,10.21233/e882-vt95,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,-1,10811,54,0.00,Temp12k,BSAD,chronology based on stat correlations,http://lipdverse.org/globalHolocene/0_54_0/SwietokrzyskieLake.Makohonienko.1991.html,,,
SwietokrzyskieLake.Makohonienko.1991,Swietokrzyskie Lake,Europe>Eastern Europe>Poland,52.54,17.6,103,"Makohonienko, M. 2000. Przyrodnicza historia Gniezna. Prace Zakladu Biogeografii i paleoekologii. UAM. Homini. Poznan-Gniezno: 1-121.",10.1038/nature25464,this compilation,10.21233/e882-vt95,LakeSediment,pollen,pollen,assemblage,MAT,,,temperatureComposite,degC,abs,T,air@surface,warmest + coldest months,annual,positive,-1,10811,54,0.00,Temp12k,BSAD,chronology based on stat correlations,http://lipdverse.org/globalHolocene/0_54_0/SwietokrzyskieLake.Makohonienko.1991.html,,,
SwietokrzyskieLake.Makohonienko.1991,Swietokrzyskie Lake,Europe>Eastern Europe>Poland,52.54,17.6,103,"Makohonienko, M. 2000. Przyrodnicza historia Gniezna. Prace Zakladu Biogeografii i paleoekologii. UAM. Homini. Poznan-Gniezno: 1-121.",10.1038/nature25464,this compilation,10.21233/e882-vt95,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,-1,10811,54,0.00,Temp12k,BSAD,chronology based on stat correlations,http://lipdverse.org/globalHolocene/0_54_0/SwietokrzyskieLake.Makohonienko.1991.html,,,
LacPatricia.McAndrews.1983,Lac Patricia,North America>Canada>Quebec,56.67,-64.68,538,"Samson, G. 1983. Prehistorie du Mushuau Nipi, Nouveau-Quebec: etude du mode d'adaptation a l'interier des terres hemi-arctiques. Dissertation. University of Toronto, Toronto, Ontario, Canada.",10.1038/nature25464,this compilation,10.21233/N31070,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,-2,5581,142,0.36,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/LacPatricia.McAndrews.1983.html,,,
